customer_id,customer_segment,city,signup_date
C01326,Family,Rawalpindi,2023-09-02
C01327,Regular,Islamabad,2024-05-21
C01328,Regular,Islamabad,2024-08-04
C01329,Premium,Islamabad,2024-08-27
C01330,Premium,Islamabad,2023-09-19
C01331,Family,Faisalabad,2023-09-18
C01332,Family,Islamabad,2023-08-10
C01333,Regular,Rawalpindi,2023-11-24
C01334,Regular,Faisalabad,2024-11-09
C01335,Family,Rawalpindi,2023-08-18
C01336,Regular,Peshawar,2023-01-31
C01337,Regular,Rawalpindi,2024-11-22
C01338,Regular,Faisalabad,2025-11-20
C01339,Family,Rawalpindi,2025-03-04
C01340,Regular,Karachi,2025-01-16
C01341,Small Business,Rawalpindi,2024-03-01
C01342,Regular,Islamabad,2023-10-14
C01343,Family,Islamabad,2024-11-28
C01344,Family,Rawalpindi,2024-10-05
C01345,Regular,Lahore,2025-03-14
C01346,Family,Lahore,2023-02-28
C01347,Regular,Lahore,2023-09-10
C01348,Regular,Rawalpindi,2024-12-09
C01349,Family,Islamabad,2025-08-28
C01350,Family,Lahore,2025-06-17
C01351,Regular,Islamabad,2025-03-05
C01352,Premium,Islamabad,2025-05-10
C01353,Family,Karachi,2025-09-23
C01354,Premium,Lahore,2023-05-18
C01355,Family,Islamabad,2025-04-14
C01356,Regular,Lahore,2023-06-07
C01357,Premium,Islamabad,2024-04-20
C01358,Family,Faisalabad,2024-12-01
C01359,Small Business,Rawalpindi,2024-01-01
C01360,Family,Karachi,2023-10-31
C01361,Premium,Islamabad,2023-09-08
C01362,Family,Rawalpindi,2025-09-17
C01363,Family,Islamabad,2023-02-01
C01364,Regular,Lahore,2024-08-31
C01365,Premium,Faisalabad,2023-05-07
C01366,Premium,Rawalpindi,2024-08-23
C01367,Regular,Karachi,2025-02-24
C01368,Regular,Islamabad,2025-03-19
C01369,Regular,Rawalpindi,2023-07-25
C01370,Regular,Islamabad,2025-07-29
C01371,Regular,Islamabad,2023-12-17
C01372,Regular,Islamabad,2024-05-06
C01373,Regular,Karachi,2025-08-24
C01374,Family,Lahore,2024-08-21
C01375,Regular,Lahore,2025-06-18
C01376,Family,Lahore,2023-03-24
C01377,Premium,Rawalpindi,2025-06-16
C01378,Regular,Peshawar,2025-09-11
C01379,Regular,Lahore,2023-05-27
C01380,Family,Peshawar,2025-08-10
C01381,Regular,Karachi,2024-08-14
C01382,Family,Karachi,2023-02-28
C01383,Family,Lahore,2025-02-12
C01384,Regular,Peshawar,2024-01-10
C01385,Family,Karachi,2023-09-11
C01386,Family,Karachi,2025-08-08
C01387,Family,Islamabad,2023-11-03
C01388,Small Business,Rawalpindi,2024-09-16
C01389,Regular,Karachi,2023-11-22
C01390,Premium,Islamabad,2023-12-07
C01391,Family,Lahore,2024-08-17
C01392,Regular,Lahore,2024-01-12
C01393,Premium,Rawalpindi,2024-07-01
C01394,Family,Rawalpindi,2024-12-08
C01395,Regular,Karachi,2024-07-10
C01396,Small Business,Islamabad,2025-01-04
C01397,Family,Islamabad,2025-05-21
C01398,Regular,Faisalabad,2023-06-07
C01399,Premium,Karachi,2023-05-03
C01400,Family,Lahore,2024-04-21
C01401,Family,Karachi,2025-01-27
C01402,Small Business,Rawalpindi,2025-06-08
C01403,Small Business,Karachi,2024-04-25
C01404,Regular,Lahore,2025-06-06
C01405,Family,Rawalpindi,2023-07-20
C01406,Regular,Rawalpindi,2025-01-14
C01407,Regular,Lahore,2024-12-27
C01408,Regular,Islamabad,2025-05-10
C01409,Regular,Karachi,2023-01-09
C01410,Premium,Faisalabad,2025-01-01
C01411,Premium,Faisalabad,2024-07-17
C01412,Regular,Lahore,2025-06-09
C01413,Family,Islamabad,2025-06-08
C01414,Family,Islamabad,2024-01-14
C01415,Premium,Lahore,2024-08-23
C01416,Regular,Rawalpindi,2023-03-17
C01417,Regular,Rawalpindi,2023-04-21
C01418,Regular,Islamabad,2023-04-12
C01419,Regular,Islamabad,2024-11-10
C01420,Regular,Lahore,2024-09-24
C01421,Regular,Karachi,2025-09-05
C01422,Regular,Islamabad,2023-01-14
C01423,Regular,Lahore,2025-06-14
C01424,Regular,Karachi,2025-06-14
C01425,Family,Rawalpindi,2023-06-14
C01426,Family,Rawalpindi,2023-07-22
C01427,Regular,Lahore,2025-05-24
C01428,Regular,Faisalabad,2025-05-19
C01429,Family,Rawalpindi,2025-05-23
C01430,Premium,Islamabad,2024-01-14
C01431,Regular,Islamabad,2025-05-10
C01432,Family,Rawalpindi,2023-04-24
C01433,Small Business,Peshawar,2025-11-30
C01434,Family,Islamabad,2024-01-29
C01435,Premium,Karachi,2023-07-03
C01436,Small Business,Rawalpindi,2023-01-10
C01437,Family,Rawalpindi,2025-03-08
C01438,Small Business,Lahore,2023-08-02
C01439,Regular,Islamabad,2023-01-08
C01440,Family,Rawalpindi,2023-06-05
C01441,Regular,Rawalpindi,2024-04-11
C01442,Family,Karachi,2025-11-05
C01443,Regular,Lahore,2024-09-18
C01444,Small Business,Peshawar,2024-04-06
C01445,Regular,Karachi,2024-07-31
C01446,Regular,Lahore,2024-08-07
C01447,Premium,Rawalpindi,2023-06-25
C01448,Premium,Lahore,2023-03-01
C01449,Regular,Rawalpindi,2023-06-16
C01450,Family,Lahore,2023-03-04
C01451,Premium,Rawalpindi,2025-02-17
C01452,Small Business,Islamabad,2024-10-02
C01453,Regular,Faisalabad,2025-02-25
C01454,Family,Islamabad,2023-12-26
C01455,Family,Islamabad,2024-06-25
C01456,Small Business,Islamabad,2023-11-13
C01457,Family,Islamabad,2024-10-27
C01458,Regular,Lahore,2023-06-23
C01459,Small Business,Rawalpindi,2023-03-14
C01460,Small Business,Karachi,2025-03-18
C01461,Regular,Rawalpindi,2023-08-12
C01462,Regular,Islamabad,2025-09-30
C01463,Regular,Rawalpindi,2023-10-30
C01464,Family,Rawalpindi,2024-01-28
C01465,Regular,Lahore,2025-03-28
C01466,Premium,Rawalpindi,2024-02-05
C01467,Regular,Rawalpindi,2023-08-07
C01468,Family,Rawalpindi,2023-11-08
C01469,Family,Islamabad,2025-04-07
C01470,Small Business,Rawalpindi,2023-07-06
C01471,Premium,Karachi,2024-05-04
C01472,Premium,Faisalabad,2023-12-01
C01473,Regular,Lahore,2024-03-01
C01474,Regular,Lahore,2025-05-25
C01475,Family,Karachi,2024-11-07
C01476,Regular,Rawalpindi,2023-03-30
C01477,Regular,Peshawar,2025-01-11
C01478,Regular,Islamabad,2025-05-22
C01479,Family,Lahore,2024-11-23
C01480,Regular,Faisalabad,2023-02-28
C01481,Family,Karachi,2024-06-28
C01482,Regular,Lahore,2024-07-26
C01483,Regular,Lahore,2023-02-02
C01484,Premium,Islamabad,2025-03-27
C01485,Family,Lahore,2023-06-06
C01486,Small Business,Rawalpindi,2023-12-28
C01487,Family,Islamabad,2023-12-06
C01488,Premium,Rawalpindi,2025-07-22
C01489,Premium,Lahore,2025-10-02
C01490,Regular,Karachi,2025-03-22
C01491,Family,Lahore,2024-01-14
C01492,Premium,Lahore,2024-11-13
C01493,Family,Lahore,2024-11-23
C01494,Regular,Lahore,2024-01-19
C01495,Family,Rawalpindi,2023-09-30
C01496,Small Business,Lahore,2023-05-26
C01497,Regular,Rawalpindi,2024-04-30
C01498,Family,Karachi,2024-09-25
C01499,Regular,Faisalabad,2025-02-07
C01500,Regular,Lahore,2023-08-06
C01501,Premium,Karachi,2024-11-13
C01502,Regular,Rawalpindi,2025-07-25
C01503,Regular,Rawalpindi,2025-03-31
C01504,Regular,Islamabad,2025-07-25
C01505,Family,Lahore,2025-04-28
C01506,Family,Rawalpindi,2024-06-11
C01507,Family,Rawalpindi,2025-11-23
C01508,Regular,Faisalabad,2025-01-04
C01509,Family,Lahore,2024-05-05
C01510,Regular,Rawalpindi,2025-02-13
C01511,Premium,Rawalpindi,2025-09-28
C01512,Regular,Karachi,2024-01-01
C01513,Regular,Lahore,2023-01-14
C01514,Family,Lahore,2023-06-13
C01515,Premium,Rawalpindi,2025-02-16
C01516,Family,Faisalabad,2024-04-01
C01517,Premium,Rawalpindi,2023-02-04
C01518,Regular,Islamabad,2024-06-20
C01519,Small Business,Lahore,2025-08-21
C01520,Regular,Faisalabad,2025-01-08
C01521,Family,Islamabad,2025-09-26
C01522,Family,Islamabad,2024-12-29
C01523,Family,Islamabad,2023-03-10
C01524,Regular,Peshawar,2023-03-01
C01525,Premium,Lahore,2025-04-24
C01526,Regular,Karachi,2025-09-08
C01527,Family,Faisalabad,2024-07-25
C01528,Regular,Karachi,2023-08-07
C01529,Regular,Karachi,2025-06-20
C01530,Regular,Rawalpindi,2023-09-06
C01531,Family,Islamabad,2025-04-14
C01532,Regular,Rawalpindi,2023-04-05
C01533,Family,Islamabad,2024-04-16
C01534,Family,Peshawar,2024-06-12
C01535,Family,Karachi,2024-08-27
C01536,Regular,Karachi,2025-09-11
C01537,Regular,Lahore,2024-10-31
C01538,Regular,Lahore,2024-12-06
C01539,Small Business,Lahore,2025-05-28
C01540,Regular,Islamabad,2024-06-07
C01541,Family,Faisalabad,2025-02-05
C01542,Regular,Islamabad,2025-07-04
C01543,Regular,Islamabad,2023-01-27
C01544,Regular,Lahore,2025-10-08
C01545,Family,Islamabad,2025-07-10
C01546,Regular,Rawalpindi,2024-08-20
C01547,Small Business,Peshawar,2024-11-15
C01548,Small Business,Rawalpindi,2025-04-24
C01549,Regular,Rawalpindi,2024-10-20
C01550,Premium,Lahore,2025-11-12
C01551,Regular,Islamabad,2024-11-23
C01552,Regular,Rawalpindi,2023-02-01
C01553,Family,Faisalabad,2023-11-02
C01554,Regular,Rawalpindi,2024-09-15
C01555,Family,Lahore,2024-11-08
C01556,Family,Faisalabad,2025-01-03
C01557,Premium,Faisalabad,2025-02-23
C01558,Regular,Islamabad,2024-08-02
C01559,Small Business,Islamabad,2023-04-19
C01560,Premium,Islamabad,2023-11-20
C01561,Family,Lahore,2024-08-04
C01562,Premium,Lahore,2023-10-12
C01563,Family,Peshawar,2024-05-25
C01564,Regular,Islamabad,2025-07-31
C01565,Regular,Lahore,2023-10-09
C01566,Family,Karachi,2025-07-26
C01567,Regular,Karachi,2025-11-05
C01568,Regular,Rawalpindi,2023-05-27
C01569,Regular,Islamabad,2025-08-24
C01570,Family,Rawalpindi,2025-03-03
C01571,Regular,Islamabad,2024-02-21
C01572,Family,Islamabad,2025-01-14
C01573,Regular,Peshawar,2023-05-08
C01574,Regular,Islamabad,2024-05-06
C01575,Regular,Peshawar,2024-02-01
C01576,Premium,Islamabad,2024-02-28
C01577,Family,Islamabad,2025-05-21
C01578,Premium,Islamabad,2023-12-12
C01579,Regular,Rawalpindi,2024-09-07
C01580,Regular,Lahore,2025-02-03
C01581,Family,Rawalpindi,2025-04-21
C01582,Regular,Peshawar,2024-04-26
C01583,Regular,Karachi,2025-04-12
C01584,Regular,Rawalpindi,2024-12-22
C01585,Regular,Rawalpindi,2023-07-07
C01586,Regular,Islamabad,2025-01-14
C01587,Small Business,Karachi,2024-01-21
C01588,Family,Lahore,2025-11-10
C01589,Premium,Lahore,2025-05-08
C01590,Family,Islamabad,2024-12-28
C01591,Regular,Peshawar,2025-01-10
C01592,Small Business,Peshawar,2023-03-26
C01593,Family,Karachi,2025-05-22
C01594,Premium,Islamabad,2023-08-25
C01595,Family,Rawalpindi,2025-03-14
C01596,Regular,Rawalpindi,2024-09-18
C01597,Small Business,Rawalpindi,2025-11-15
C01598,Regular,Islamabad,2023-01-27
C01599,Regular,Rawalpindi,2024-12-03
C01600,Regular,Rawalpindi,2024-04-27
