order_id,customer_id,order_date,order_status,sales_channel,shipping_city,courier_name,payment_method,promo_code
UB-004387,C00389,2025-02-26,Completed,Mobile App,Islamabad,RapidGo,Cash on Delivery,SAVE15
UB-004388,C00398,2025-01-16,Completed,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,APP5
UB-004389,C00502,2024-03-05,Completed,Web,Peshawar,BlueLine,Cash on Delivery,
UB-004390,C00482,2024-02-24,Completed,Web,Islamabad,SwiftEx,Cash on Delivery,
UB-004391,C01429,2024-06-30,Completed,Mobile App,Rawalpindi,Store Pickup,Cash on Delivery,APP5
UB-004392,C00652,2025-02-26,Completed,Mobile App,Karachi,BlueLine,Cash on Delivery,
UB-004393,C00839,2024-09-22,Completed,Web,Islamabad,SwiftEx,Cash on Delivery,
UB-004394,C01594,2024-04-24,Completed,Web,Islamabad,SwiftEx,Cash on Delivery,WELCOME10
UB-004395,C01205,2024-02-07,Completed,Mobile App,Islamabad,BlueLine,Card,
UB-004396,C01481,2025-08-04,Completed,Mobile App,Karachi,BlueLine,Card,
UB-004397,C01145,2025-01-08,Cancelled,Web,Rawalpindi,RapidGo,Cash on Delivery,
UB-004398,C01232,2025-07-10,Completed,Web,Lahore,BlueLine,Cash on Delivery,APP5
UB-004399,C00414,2024-06-26,Completed,Web,Lahore,Store Pickup,Wallet,
UB-004400,C01469,2025-10-29,Completed,Web,Islamabad,SwiftEx,Card,FREESHIP
UB-004401,C00239,2024-11-01,Completed,Web,Lahore,SwiftEx,Cash on Delivery,
UB-004402,C01419,2024-02-26,Completed,Marketplace,Islamabad,BlueLine,Bank Transfer,
UB-004403,C01153,2024-05-20,Completed,Marketplace,Lahore,SwiftEx,Wallet,APP5
UB-004404,C00078,2024-02-20,Completed,Web,Islamabad,SwiftEx,Cash on Delivery,
UB-004405,C00121,2024-12-06,Completed,Mobile App,Faisalabad,SwiftEx,Wallet,
UB-004406,C00948,2024-02-29,Completed,Web,Rawalpindi,BlueLine,Cash on Delivery,
UB-004407,C00644,2024-08-10,Completed,Web,Faisalabad,SwiftEx,Cash on Delivery,
UB-004408,C01458,2025-07-18,Completed,Mobile App,Lahore,Store Pickup,Cash on Delivery,
UB-004409,C00016,2025-01-24,Completed,Mobile App,Islamabad,SwiftEx,Card,SAVE15
UB-004410,C00904,2024-08-28,Returned,Web,Karachi,SwiftEx,Bank Transfer,
UB-004411,C01207,2024-05-07,Completed,Mobile App,Islamabad,BlueLine,Card,FREESHIP
UB-004412,C00392,2024-01-19,Completed,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,
UB-004413,C00406,2025-11-26,Completed,Mobile App,Karachi,SwiftEx,Card,
UB-004414,C01177,2024-11-12,Completed,Web,Lahore,RapidGo,Card,
UB-004415,C00470,2024-11-16,Completed,Mobile App,Faisalabad,RapidGo,Wallet,
UB-004416,C00391,2024-11-15,Completed,Mobile App,Rawalpindi,RapidGo,Wallet,APP5
UB-004417,C01016,2024-03-03,Completed,Mobile App,Lahore,Store Pickup,Cash on Delivery,
UB-004418,C01008,2025-06-12,Completed,Web,Islamabad,RapidGo,Wallet,
UB-004419,C01552,2024-11-01,Completed,Mobile App,Rawalpindi,Store Pickup,Wallet,
UB-004420,C01443,2025-02-01,Completed,Web,Lahore,SwiftEx,Cash on Delivery,
UB-004421,C00015,2024-04-09,Completed,Web,Karachi,BlueLine,Wallet,WELCOME10
UB-004422,C00073,2024-08-16,Returned,Mobile App,Islamabad,SwiftEx,Card,
UB-004423,C00544,2025-03-11,Completed,Mobile App,Islamabad,SwiftEx,Wallet,
UB-004424,C01238,2024-03-22,Completed,Web,Lahore,SwiftEx,Card,
UB-004425,C01087,2024-05-18,Returned,Web,Lahore,BlueLine,Card,
UB-004426,C00359,2024-08-23,Completed,Mobile App,Islamabad,SwiftEx,Wallet,
UB-004427,C00577,2025-10-13,Completed,Web,Rawalpindi,RapidGo,Bank Transfer,
UB-004428,C00903,2024-09-10,Completed,Web,Peshawar,SwiftEx,Bank Transfer,
UB-004429,C00077,2024-01-23,Completed,Web,Lahore,SwiftEx,Cash on Delivery,
UB-004430,C00655,2024-08-05,Completed,Marketplace,Rawalpindi,Store Pickup,Bank Transfer,
UB-004431,C00223,2025-02-03,Completed,Web,Faisalabad,SwiftEx,Cash on Delivery,
UB-004432,C00821,2025-11-09,Completed,Mobile App,Faisalabad,BlueLine,Cash on Delivery,APP5
UB-004433,C00839,2024-09-04,Returned,Mobile App,Islamabad,BlueLine,Card,
UB-004434,C00455,2025-06-10,Completed,Web,Peshawar,SwiftEx,Card,WELCOME10
UB-004435,C01458,2024-07-21,Completed,Mobile App,Lahore,BlueLine,Cash on Delivery,
UB-004436,C00678,2024-05-06,Completed,Web,Lahore,RapidGo,Card,
UB-004437,C00134,2025-10-29,Completed,Web,Islamabad,BlueLine,Cash on Delivery,
UB-004438,C01384,2025-08-10,Completed,Mobile App,Peshawar,Store Pickup,Card,
UB-004439,C01193,2024-04-21,Completed,Web,Lahore,BlueLine,Wallet,SAVE15
UB-004440,C01563,2025-06-28,Completed,Marketplace,Peshawar,SwiftEx,Card,SAVE15
UB-004441,C00464,2025-10-12,Completed,Web,Rawalpindi,SwiftEx,Card,
UB-004442,C00949,2025-11-06,Completed,Marketplace,Faisalabad,Store Pickup,Card,
UB-004443,C01302,2024-12-07,Completed,Marketplace,Islamabad,SwiftEx,Wallet,
UB-004444,C01095,2025-10-31,Completed,Mobile App,Islamabad,RapidGo,Bank Transfer,
UB-004445,C01097,2025-06-10,Completed,Web,Islamabad,BlueLine,Card,
UB-004446,C00800,2025-01-31,Completed,Mobile App,Karachi,SwiftEx,Cash on Delivery,
UB-004447,C00672,2024-05-29,Completed,Web,Karachi,BlueLine,Cash on Delivery,
UB-004448,C00954,2024-06-08,Completed,Mobile App,Islamabad,BlueLine,Cash on Delivery,WELCOME10
UB-004449,C00540,2025-06-05,Completed,Marketplace,Karachi,SwiftEx,Cash on Delivery,APP5
UB-004450,C01206,2024-12-25,Completed,Mobile App,Faisalabad,RapidGo,Card,
UB-004451,C00854,2025-03-22,Completed,Mobile App,Rawalpindi,SwiftEx,Wallet,WELCOME10
UB-004452,C00179,2025-11-11,Completed,Mobile App,Islamabad,SwiftEx,Wallet,FREESHIP
UB-004453,C00844,2024-07-10,Cancelled,Mobile App,Faisalabad,SwiftEx,Wallet,FREESHIP
UB-004454,C00252,2025-05-29,Completed,Mobile App,Peshawar,SwiftEx,Bank Transfer,APP5
UB-004455,C00169,2025-12-01,Cancelled,Web,Lahore,RapidGo,Bank Transfer,APP5
UB-004456,C00950,2024-02-25,Completed,Mobile App,Karachi,SwiftEx,Cash on Delivery,FREESHIP
UB-004457,C00354,2025-06-25,Completed,Web,Islamabad,BlueLine,Cash on Delivery,
UB-004458,C00696,2025-08-20,Completed,Mobile App,Karachi,SwiftEx,Bank Transfer,WELCOME10
UB-004459,C01088,2025-08-28,Completed,Marketplace,Karachi,SwiftEx,Cash on Delivery,APP5
UB-004460,C00942,2024-06-23,Completed,Mobile App,Lahore,SwiftEx,Cash on Delivery,
UB-004461,C00027,2024-02-05,Completed,Marketplace,Faisalabad,SwiftEx,Cash on Delivery,SAVE15
UB-004462,C00715,2024-03-20,Returned,Mobile App,Lahore,BlueLine,Cash on Delivery,
UB-004463,C01157,2025-04-23,Completed,Mobile App,Lahore,SwiftEx,Cash on Delivery,FREESHIP
UB-004464,C01161,2024-02-18,Completed,Web,Karachi,Store Pickup,Cash on Delivery,
UB-004465,C00872,2025-02-26,Completed,Web,Rawalpindi,SwiftEx,Cash on Delivery,
UB-004466,C01136,2025-05-03,Completed,Mobile App,Rawalpindi,SwiftEx,Card,
UB-004467,C01374,2024-09-25,Cancelled,Mobile App,Lahore,Store Pickup,Card,
UB-004468,C00231,2025-03-02,Completed,Marketplace,Islamabad,SwiftEx,Cash on Delivery,WELCOME10
UB-004469,C01246,2024-04-14,Completed,Web,Karachi,RapidGo,Card,WELCOME10
UB-004470,C01425,2024-06-15,Completed,Mobile App,Rawalpindi,BlueLine,Cash on Delivery,
UB-004471,C01528,2024-06-26,Completed,Web,Karachi,RapidGo,Wallet,SAVE15
UB-004472,C00805,2025-07-05,Completed,Marketplace,Islamabad,Store Pickup,Wallet,
UB-004473,C00877,2025-11-01,Completed,Web,Rawalpindi,Store Pickup,Cash on Delivery,
UB-004474,C01462,2024-01-25,Completed,Web,Islamabad,Store Pickup,Wallet,
UB-004475,C01237,2024-05-22,Completed,Mobile App,Islamabad,Store Pickup,Cash on Delivery,WELCOME10
UB-004476,C00608,2024-01-31,Completed,Mobile App,Islamabad,SwiftEx,Cash on Delivery,
UB-004477,C01441,2024-02-13,Completed,Marketplace,Rawalpindi,BlueLine,Bank Transfer,FREESHIP
UB-004478,C01252,2024-10-18,Completed,Web,Karachi,RapidGo,Card,APP5
UB-004479,C00914,2024-03-19,Cancelled,Web,Islamabad,Store Pickup,Card,
UB-004480,C00495,2025-04-04,Cancelled,Web,Karachi,RapidGo,Cash on Delivery,SAVE15
UB-004481,C00055,2024-10-10,Completed,Web,Karachi,RapidGo,Card,APP5
UB-004482,C00172,2024-03-07,Returned,Mobile App,Peshawar,RapidGo,Card,APP5
UB-004483,C01194,2024-02-21,Completed,Mobile App,Karachi,RapidGo,Wallet,
UB-004484,C00148,2025-05-05,Completed,Mobile App,Islamabad,SwiftEx,Wallet,WELCOME10
UB-004485,C01350,2024-01-26,Completed,Mobile App,Lahore,SwiftEx,Wallet,APP5
UB-004486,C00766,2025-09-22,Completed,Mobile App,Lahore,RapidGo,Cash on Delivery,
UB-004487,C00836,2024-03-06,Returned,Mobile App,Karachi,SwiftEx,Cash on Delivery,FREESHIP
UB-004488,C00735,2025-11-13,Completed,Web,Karachi,BlueLine,Wallet,
UB-004489,C01125,2025-02-04,Completed,Web,Karachi,RapidGo,Card,
UB-004490,C00853,2025-07-15,Completed,Web,Islamabad,SwiftEx,Card,SAVE15
UB-004491,C00551,2025-10-05,Completed,Web,Islamabad,RapidGo,Card,APP5
UB-004492,C00976,2024-09-22,Completed,Web,Rawalpindi,BlueLine,Cash on Delivery,
UB-004493,C00609,2025-11-25,Completed,Mobile App,Islamabad,BlueLine,Card,APP5
UB-004494,C01184,2024-08-11,Completed,Mobile App,Karachi,RapidGo,Cash on Delivery,SAVE15
UB-004495,C01540,2024-03-19,Completed,Web,Islamabad,Store Pickup,Cash on Delivery,
UB-004496,C01053,2024-03-15,Completed,Web,Lahore,SwiftEx,Wallet,
UB-004497,C00678,2025-01-28,Completed,Mobile App,Lahore,RapidGo,Cash on Delivery,SAVE15
UB-004498,C01059,2024-08-13,Completed,Marketplace,Rawalpindi,SwiftEx,Cash on Delivery,
UB-004499,C00361,2025-06-22,Completed,Mobile App,Islamabad,RapidGo,Cash on Delivery,APP5
UB-004500,C00865,2025-09-07,Completed,Mobile App,Karachi,SwiftEx,Card,
UB-004501,C00284,2024-01-30,Completed,Marketplace,Faisalabad,BlueLine,Bank Transfer,SAVE15
UB-004502,C01143,2024-09-05,Completed,Mobile App,Lahore,RapidGo,Cash on Delivery,
UB-004503,C00471,2025-09-30,Returned,Web,Rawalpindi,RapidGo,Card,SAVE15
UB-004504,C00973,2025-01-28,Completed,Web,Karachi,BlueLine,Bank Transfer,
UB-004505,C01005,2025-11-17,Completed,Mobile App,Karachi,Store Pickup,Cash on Delivery,APP5
UB-004506,C00271,2024-01-21,Completed,Mobile App,Islamabad,RapidGo,Wallet,
UB-004507,C00847,2024-08-01,Completed,Mobile App,Rawalpindi,BlueLine,Bank Transfer,SAVE15
UB-004508,C01212,2024-06-20,Completed,Mobile App,Rawalpindi,RapidGo,Card,
UB-004509,C00674,2025-12-02,Completed,Marketplace,Islamabad,SwiftEx,Wallet,SAVE15
UB-004510,C00116,2024-03-19,Completed,Web,Karachi,RapidGo,Cash on Delivery,WELCOME10
UB-004511,C01409,2025-01-28,Completed,Web,Karachi,SwiftEx,Cash on Delivery,
UB-004512,C00013,2025-03-08,Completed,Web,Peshawar,SwiftEx,Cash on Delivery,APP5
UB-004513,C00975,2024-08-25,Completed,Mobile App,Peshawar,Store Pickup,Bank Transfer,SAVE15
UB-004514,C00380,2025-01-10,Completed,Mobile App,Islamabad,SwiftEx,Wallet,WELCOME10
UB-004515,C00503,2024-04-20,Returned,Mobile App,Lahore,RapidGo,Wallet,APP5
UB-004516,C01192,2024-08-08,Completed,Web,Islamabad,SwiftEx,Card,APP5
UB-004517,C00010,2025-06-22,Completed,Web,Lahore,SwiftEx,Bank Transfer,
UB-004518,C00167,2025-12-27,Completed,Mobile App,Islamabad,RapidGo,Wallet,
UB-004519,C01458,2024-11-17,Completed,Mobile App,Lahore,SwiftEx,Cash on Delivery,WELCOME10
UB-004520,C00887,2024-05-24,Completed,Mobile App,Karachi,BlueLine,Cash on Delivery,SAVE15
UB-004521,C00189,2024-07-14,Completed,Web,Rawalpindi,RapidGo,Cash on Delivery,
UB-004522,C00246,2025-09-09,Completed,Mobile App,Islamabad,BlueLine,Cash on Delivery,FREESHIP
UB-004523,C01466,2025-06-17,Completed,Mobile App,Rawalpindi,BlueLine,Cash on Delivery,SAVE15
UB-004524,C00514,2024-12-07,Completed,Web,Islamabad,BlueLine,Wallet,
UB-004525,C01329,2025-03-30,Completed,Mobile App,Islamabad,RapidGo,Bank Transfer,APP5
UB-004526,C00202,2025-08-25,Completed,Web,Lahore,Store Pickup,Cash on Delivery,
UB-004527,C01333,2025-08-16,Completed,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,
UB-004528,C00241,2025-08-26,Completed,Mobile App,Karachi,BlueLine,Wallet,
UB-004529,C00723,2024-09-20,Completed,Web,Lahore,SwiftEx,Card,
UB-004530,C00077,2024-08-21,Completed,Web,Lahore,RapidGo,Wallet,
UB-004531,C01597,2024-08-09,Completed,Web,Rawalpindi,Store Pickup,Wallet,
UB-004532,C01012,2025-06-21,Completed,Web,Karachi,RapidGo,Bank Transfer,
UB-004533,C01053,2024-04-04,Completed,Mobile App,Lahore,RapidGo,Bank Transfer,FREESHIP
UB-004534,C01284,2025-06-29,Completed,Web,Lahore,SwiftEx,Card,SAVE15
UB-004535,C01409,2025-09-05,Completed,Mobile App,Karachi,Store Pickup,Cash on Delivery,
UB-004536,C01173,2024-12-29,Completed,Mobile App,Peshawar,Store Pickup,Wallet,
UB-004537,C00992,2025-06-17,Completed,Web,Islamabad,Store Pickup,Card,FREESHIP
UB-004538,C00266,2025-01-08,Completed,Mobile App,Faisalabad,Store Pickup,Card,
UB-004539,C01193,2024-03-11,Completed,Web,Lahore,Store Pickup,Cash on Delivery,
UB-004540,C00718,2025-10-07,Completed,Web,Faisalabad,BlueLine,Card,WELCOME10
UB-004541,C00513,2024-02-06,Completed,Mobile App,Peshawar,Store Pickup,Cash on Delivery,SAVE15
UB-004542,C01401,2024-09-13,Completed,Web,Karachi,BlueLine,Card,
UB-004543,C01539,2024-09-09,Completed,Web,Lahore,RapidGo,Card,
UB-004544,C01413,2024-04-01,Completed,Web,Islamabad,RapidGo,Bank Transfer,
UB-004545,C00542,2024-05-28,Completed,Web,Karachi,SwiftEx,Wallet,
UB-004546,C00027,2024-12-28,Completed,Mobile App,Faisalabad,Store Pickup,Wallet,
UB-004547,C00563,2024-09-25,Returned,Mobile App,Karachi,RapidGo,Cash on Delivery,
UB-004548,C00273,2024-07-12,Completed,Mobile App,Karachi,Store Pickup,Cash on Delivery,APP5
UB-004549,C00564,2025-02-12,Cancelled,Mobile App,Lahore,SwiftEx,Card,
UB-004550,C01415,2024-06-26,Completed,Mobile App,Lahore,BlueLine,Cash on Delivery,
UB-004551,C00242,2024-10-09,Completed,Mobile App,Lahore,RapidGo,Wallet,FREESHIP
UB-004552,C00244,2025-03-01,Completed,Marketplace,Islamabad,BlueLine,Card,
UB-004553,C00228,2024-08-20,Completed,Web,Karachi,SwiftEx,Card,FREESHIP
UB-004554,C00945,2025-09-29,Completed,Mobile App,Rawalpindi,BlueLine,Card,WELCOME10
UB-004555,C00103,2025-01-21,Completed,Mobile App,Rawalpindi,BlueLine,Card,WELCOME10
UB-004556,C00702,2024-01-08,Completed,Web,Lahore,Store Pickup,Cash on Delivery,
UB-004557,C01312,2025-07-13,Completed,Web,Karachi,RapidGo,Cash on Delivery,
UB-004558,C00361,2025-09-19,Completed,Web,Islamabad,SwiftEx,Card,WELCOME10
UB-004559,C01211,2025-04-25,Completed,Mobile App,Lahore,SwiftEx,Cash on Delivery,APP5
UB-004560,C01113,2025-05-08,Cancelled,Mobile App,Islamabad,SwiftEx,Wallet,
UB-004561,C00793,2025-06-29,Completed,Mobile App,Peshawar,SwiftEx,Card,
UB-004562,C01040,2025-05-31,Completed,Marketplace,Peshawar,SwiftEx,Cash on Delivery,
UB-004563,C00617,2025-12-09,Completed,Mobile App,Lahore,Store Pickup,Card,
UB-004564,C01130,2025-02-13,Returned,Web,Faisalabad,SwiftEx,Cash on Delivery,
UB-004565,C00845,2025-07-04,Completed,Marketplace,Islamabad,SwiftEx,Cash on Delivery,
UB-004566,C01106,2024-06-12,Completed,Web,Rawalpindi,Store Pickup,Card,
UB-004567,C00911,2024-07-05,Returned,Web,Islamabad,SwiftEx,Bank Transfer,APP5
UB-004568,C00845,2024-03-14,Completed,Web,Islamabad,BlueLine,Cash on Delivery,
UB-004569,C00221,2025-11-29,Completed,Web,Rawalpindi,BlueLine,Cash on Delivery,APP5
UB-004570,C00202,2025-05-05,Completed,Web,Lahore,SwiftEx,Cash on Delivery,FREESHIP
UB-004571,C01201,2025-04-27,Completed,Web,Islamabad,SwiftEx,Cash on Delivery,
UB-004572,C00492,2025-06-18,Completed,Mobile App,Karachi,SwiftEx,Wallet,FREESHIP
UB-004573,C00441,2025-06-13,Returned,Mobile App,Karachi,Store Pickup,Bank Transfer,SAVE15
UB-004574,C00629,2025-01-28,Completed,Web,Rawalpindi,BlueLine,Card,APP5
UB-004575,C00552,2025-10-10,Completed,Mobile App,Rawalpindi,BlueLine,Wallet,
UB-004576,C00779,2024-11-14,Completed,Mobile App,Karachi,RapidGo,Cash on Delivery,
UB-004577,C00126,2025-11-03,Completed,Web,Lahore,Store Pickup,Wallet,
UB-004578,C00363,2024-02-03,Completed,Web,Peshawar,BlueLine,Card,WELCOME10
UB-004579,C00603,2024-10-29,Completed,Web,Peshawar,SwiftEx,Card,
UB-004580,C00898,2024-10-01,Completed,Marketplace,Islamabad,BlueLine,Card,
UB-004581,C00604,2024-04-12,Returned,Mobile App,Islamabad,RapidGo,Cash on Delivery,APP5
UB-004582,C00613,2025-03-15,Completed,Mobile App,Islamabad,RapidGo,Wallet,
UB-004583,C01115,2025-04-21,Completed,Mobile App,Faisalabad,BlueLine,Card,FREESHIP
UB-004584,C00081,2025-03-29,Returned,Mobile App,Karachi,SwiftEx,Wallet,
UB-004585,C00356,2025-08-06,Returned,Mobile App,Rawalpindi,Store Pickup,Cash on Delivery,
UB-004586,C00749,2024-01-28,Cancelled,Mobile App,Rawalpindi,SwiftEx,Card,
UB-004587,C00351,2024-06-12,Completed,Marketplace,Islamabad,SwiftEx,Card,WELCOME10
UB-004588,C00935,2025-08-20,Completed,Marketplace,Islamabad,BlueLine,Card,WELCOME10
UB-004589,C01012,2024-08-05,Completed,Web,Karachi,BlueLine,Cash on Delivery,
UB-004590,C01198,2024-09-24,Completed,Web,Karachi,RapidGo,Card,
UB-004591,C00282,2024-02-24,Completed,Web,Islamabad,SwiftEx,Cash on Delivery,
UB-004592,C01311,2024-06-18,Completed,Mobile App,Rawalpindi,BlueLine,Cash on Delivery,FREESHIP
UB-004593,C01211,2024-12-10,Completed,Mobile App,Lahore,SwiftEx,Cash on Delivery,FREESHIP
UB-004594,C00314,2024-01-03,Completed,Web,Islamabad,SwiftEx,Cash on Delivery,
UB-004595,C01177,2025-12-29,Completed,Web,Lahore,SwiftEx,Cash on Delivery,FREESHIP
UB-004596,C00432,2025-02-21,Completed,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,
UB-004597,C00174,2024-04-10,Completed,Web,Karachi,SwiftEx,Card,
UB-004598,C01433,2024-03-22,Completed,Mobile App,Peshawar,SwiftEx,Wallet,
UB-004599,C01334,2025-09-11,Completed,Mobile App,Faisalabad,SwiftEx,Cash on Delivery,WELCOME10
UB-004600,C00300,2025-06-24,Completed,Mobile App,Islamabad,Store Pickup,Card,
UB-004601,C01465,2025-03-21,Completed,Web,Lahore,SwiftEx,Cash on Delivery,
UB-004602,C00314,2024-11-27,Cancelled,Mobile App,Islamabad,BlueLine,Cash on Delivery,
UB-004603,C00450,2024-10-22,Completed,Web,Karachi,BlueLine,Cash on Delivery,
UB-004604,C00900,2024-07-31,Completed,Mobile App,Faisalabad,Store Pickup,Wallet,
UB-004605,C01220,2025-08-13,Completed,Mobile App,Karachi,SwiftEx,Cash on Delivery,
UB-004606,C00399,2025-09-20,Completed,Web,Karachi,SwiftEx,Cash on Delivery,WELCOME10
UB-004607,C00248,2025-12-24,Completed,Web,Rawalpindi,SwiftEx,Wallet,
UB-004608,C01394,2024-04-26,Completed,Web,Rawalpindi,SwiftEx,Bank Transfer,
UB-004609,C00627,2025-11-22,Completed,Mobile App,Lahore,Store Pickup,Cash on Delivery,
UB-004610,C00050,2024-06-01,Cancelled,Mobile App,Karachi,RapidGo,Card,APP5
UB-004611,C01026,2025-05-12,Completed,Mobile App,Lahore,RapidGo,Wallet,
UB-004612,C00810,2025-11-27,Completed,Mobile App,Karachi,RapidGo,Wallet,
UB-004613,C01375,2024-08-09,Completed,Web,Lahore,SwiftEx,Cash on Delivery,
UB-004614,C01460,2024-06-24,Completed,Mobile App,Karachi,RapidGo,Wallet,SAVE15
UB-004615,C00690,2025-12-28,Completed,Web,Karachi,BlueLine,Card,
UB-004616,C01037,2025-02-28,Completed,Web,Islamabad,BlueLine,Cash on Delivery,SAVE15
UB-004617,C01590,2025-06-01,Completed,Mobile App,Islamabad,BlueLine,Card,FREESHIP
UB-004618,C00806,2025-11-01,Completed,Web,Lahore,BlueLine,Cash on Delivery,
UB-004619,C01099,2025-11-25,Completed,Web,Rawalpindi,Store Pickup,Wallet,
UB-004620,C01403,2024-02-26,Returned,Web,Karachi,SwiftEx,Bank Transfer,
UB-004621,C00019,2024-04-23,Completed,Web,Islamabad,SwiftEx,Card,
UB-004622,C00375,2024-12-07,Completed,Web,Lahore,SwiftEx,Wallet,
UB-004623,C01572,2025-05-28,Completed,Marketplace,Islamabad,RapidGo,Cash on Delivery,
UB-004624,C01280,2025-01-19,Completed,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,WELCOME10
UB-004625,C01410,2025-12-11,Completed,Web,Faisalabad,RapidGo,Cash on Delivery,
UB-004626,C01464,2025-07-11,Completed,Mobile App,Rawalpindi,RapidGo,Card,
UB-004627,C00809,2024-02-05,Completed,Mobile App,Islamabad,Store Pickup,Cash on Delivery,
UB-004628,C00353,2024-01-24,Cancelled,Marketplace,Peshawar,RapidGo,Cash on Delivery,SAVE15
UB-004629,C01067,2024-12-24,Returned,Web,Faisalabad,SwiftEx,Cash on Delivery,SAVE15
UB-004630,C01094,2025-10-02,Completed,Mobile App,Lahore,BlueLine,Bank Transfer,FREESHIP
UB-004631,C00709,2024-01-15,Completed,Mobile App,Rawalpindi,RapidGo,Wallet,
UB-004632,C00630,2025-05-29,Returned,Mobile App,Rawalpindi,RapidGo,Card,
UB-004633,C00043,2024-06-25,Completed,Web,Faisalabad,SwiftEx,Card,SAVE15
UB-004634,C00725,2024-11-17,Completed,Marketplace,Islamabad,SwiftEx,Cash on Delivery,WELCOME10
UB-004635,C00660,2024-07-22,Returned,Web,Rawalpindi,RapidGo,Bank Transfer,FREESHIP
UB-004636,C01357,2025-01-14,Completed,Mobile App,Islamabad,SwiftEx,Wallet,
UB-004637,C00381,2025-04-03,Completed,Web,Rawalpindi,RapidGo,Card,
UB-004638,C01009,2025-06-10,Completed,Marketplace,Rawalpindi,BlueLine,Cash on Delivery,FREESHIP
UB-004639,C00552,2025-01-24,Completed,Mobile App,Rawalpindi,BlueLine,Cash on Delivery,
UB-004640,C01182,2024-01-15,Completed,Web,Lahore,SwiftEx,Cash on Delivery,
UB-004641,C00272,2025-03-29,Completed,Web,Peshawar,RapidGo,Cash on Delivery,
UB-004642,C00101,2024-04-23,Completed,Mobile App,Faisalabad,RapidGo,Card,
UB-004643,C00498,2024-10-25,Cancelled,Marketplace,Faisalabad,RapidGo,Cash on Delivery,
UB-004644,C01396,2024-04-27,Completed,Web,Islamabad,RapidGo,Cash on Delivery,
UB-004645,C00257,2025-02-25,Completed,Marketplace,Lahore,RapidGo,Cash on Delivery,
UB-004646,C01591,2025-05-08,Completed,Mobile App,Peshawar,BlueLine,Card,
UB-004647,C00303,2024-07-15,Completed,Web,Karachi,Store Pickup,Card,FREESHIP
UB-004648,C01217,2024-09-24,Returned,Mobile App,Rawalpindi,RapidGo,Cash on Delivery,
UB-004649,C00108,2024-11-29,Completed,Web,Rawalpindi,SwiftEx,Card,
UB-004650,C00052,2024-07-03,Completed,Mobile App,Faisalabad,BlueLine,Card,FREESHIP
UB-004651,C01347,2025-10-22,Completed,Mobile App,Lahore,BlueLine,Cash on Delivery,
UB-004652,C00455,2024-05-30,Completed,Mobile App,Peshawar,BlueLine,Card,
UB-004653,C00740,2024-11-08,Completed,Web,Faisalabad,RapidGo,Card,SAVE15
UB-004654,C00337,2025-07-03,Cancelled,Mobile App,Islamabad,SwiftEx,Cash on Delivery,SAVE15
UB-004655,C00944,2025-12-29,Completed,Marketplace,Peshawar,Store Pickup,Cash on Delivery,SAVE15
UB-004656,C01361,2024-05-07,Completed,Mobile App,Islamabad,BlueLine,Bank Transfer,
UB-004657,C00358,2025-07-16,Completed,Marketplace,Rawalpindi,SwiftEx,Card,FREESHIP
UB-004658,C01396,2025-05-02,Completed,Web,Islamabad,SwiftEx,Wallet,
UB-004659,C01582,2025-10-26,Completed,Mobile App,Peshawar,SwiftEx,Card,
UB-004660,C01238,2024-10-14,Completed,Mobile App,Lahore,BlueLine,Card,
UB-004661,C01438,2025-04-15,Completed,Mobile App,Lahore,BlueLine,Cash on Delivery,
UB-004662,C00681,2025-05-16,Completed,Marketplace,Rawalpindi,RapidGo,Cash on Delivery,
UB-004663,C01298,2025-09-21,Returned,Web,Rawalpindi,SwiftEx,Cash on Delivery,
UB-004664,C01286,2024-10-27,Cancelled,Web,Lahore,SwiftEx,Cash on Delivery,
UB-004665,C00384,2025-01-04,Completed,Mobile App,Karachi,Store Pickup,Cash on Delivery,
UB-004666,C00446,2025-11-30,Completed,Web,Karachi,RapidGo,Cash on Delivery,
UB-004667,C00272,2024-11-24,Cancelled,Web,Peshawar,SwiftEx,Wallet,
UB-004668,C00226,2024-12-03,Completed,Web,Peshawar,SwiftEx,Wallet,
UB-004669,C01290,2024-08-17,Completed,Web,Rawalpindi,BlueLine,Cash on Delivery,WELCOME10
UB-004670,C00303,2025-04-04,Completed,Mobile App,Karachi,SwiftEx,Wallet,
UB-004671,C00911,2025-09-18,Returned,Mobile App,Islamabad,RapidGo,Bank Transfer,
UB-004672,C00667,2024-01-23,Cancelled,Web,Lahore,BlueLine,Wallet,SAVE15
UB-004673,C01553,2024-07-05,Completed,Web,Faisalabad,RapidGo,Cash on Delivery,FREESHIP
UB-004674,C00870,2024-07-07,Completed,Mobile App,Rawalpindi,SwiftEx,Cash on Delivery,
UB-004675,C00288,2025-10-14,Completed,Mobile App,Lahore,BlueLine,Card,APP5
UB-004676,C00874,2024-12-30,Completed,Web,Karachi,SwiftEx,Cash on Delivery,
UB-004677,C01490,2025-09-03,Cancelled,Mobile App,Karachi,SwiftEx,Cash on Delivery,
UB-004678,C01327,2025-06-26,Completed,Mobile App,Islamabad,SwiftEx,Card,SAVE15
